id	tokens	ner_tags
0	['Toshiba', 'Corporation', '(', '株式会社東芝', ',', 'Kabushikigaisha', 'Tōshiba', ',', 'English', ':', '/təˈʃiːbə', ',', 'tɒ-', ',', 'toʊ-/', ')', 'is', 'a', 'Japanese', 'multinational', 'electronics', 'company', 'headquartered', 'in', 'Minato', ',', 'Tokyo', ',', 'Japan', '.']	[[1, 2, 3], [1, 2, 3], [0], [0], [0], [1, 2, 3], [3], [0], [1, 2, 3], [0], [0], [0], [0], [0], [0], [0], [1, 3], [1, 3], [1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [0], [1, 2, 3], [0], [1, 2, 3], [0]]
1	['Its', 'diversified', 'products', 'and', 'services', 'include', 'power', ',', 'industrial', 'and', 'social', 'infrastructure', 'systems', ',', 'elevators', 'and', 'escalators', ',', 'electronic', 'components', ',', 'semiconductors', ',', 'hard', 'disk', 'drives', '(', 'HDD', ')', ',', 'printers', ',', 'batteries', ',', 'lighting', ',', 'as', 'well', 'as', 'IT', 'solutions', 'such', 'as', 'quantum', 'cryptography', 'which', 'has', 'been', 'in', 'development', 'at', 'Cambridge', 'Research', 'Laboratory', ',', 'Toshiba', 'Europe', ',', 'located', 'in', 'the', 'United', 'Kingdom', ',', 'now', 'being', 'commercialised', '.']	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [0], [1, 3], [0], [1, 3], [1, 3], [1, 3], [0], [1, 2, 3], [0], [0], [1, 3], [0], [1, 3], [0], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [1, 2, 3], [0], [1, 2, 3], [1, 2, 3], [0], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [0], [1, 3], [1, 3], [1, 3], [0]]
2	['It', 'was', 'one', 'of', 'the', 'biggest', 'manufacturers', 'of', 'personal', 'computers', ',', 'consumer', 'electronics', ',', 'home', 'appliances', ',', 'and', 'medical', 'equipment', '.']	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [0], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 3], [0]]
3	['As', 'a', 'semiconductor', 'company', 'and', 'the', 'inventor', 'of', 'flash', 'memory', ',', 'Toshiba', 'had', 'been', 'one', 'of', 'the', 'top', '10', 'in', 'the', 'chip', 'industry', 'until', 'its', 'flash', 'memory', 'unit', 'was', 'spun', 'off', 'as', 'Toshiba', 'Memory', ',', 'later', 'Kioxia', ',', 'in', 'the', 'late', '2010s', '.']	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [0], [1, 3], [1, 2, 3], [0], [1, 3], [1, 3], [1, 3], [0], [0]]
4	['The', 'Toshiba', 'name', 'is', 'derived', 'from', 'its', 'former', 'name', ',', 'Tokyo', 'Shibaura', 'Denki', 'K.K.']	[[1, 2, 3], [1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 2, 3], [1, 2, 3], [1, 2, 3], [0]]
5	['(', 'Tokyo', 'Shibaura', 'Electric', 'Co.', ',', 'Ltd', ')', 'which', 'in', 'turn', 'was', 'a', '1939', 'merger', 'between', 'Shibaura', 'Seisaku', '-', 'sho', '(', 'founded', 'in', '1875', ')', 'and', 'Tokyo', 'Denki', '(', 'founded', 'in', '1890', ')', '.']	[[0], [1, 2, 3], [1, 2, 3], [1, 2, 3], [0], [0], [1, 2, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [0], [1, 3], [0], [1, 3], [1, 3], [0], [0], [1, 3], [1, 2, 3], [1, 2, 3], [0], [1, 3], [1, 3], [0], [0], [0]]
6	['The', 'company', 'name', 'was', 'officially', 'changed', 'to', 'Toshiba', 'Corporation', 'in', '1978', '.']	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [1, 3], [0], [0]]
7	['It', 'was', 'listed', 'on', 'the', 'Tokyo', 'Stock', 'Exchange', 'from', '1949', 'to', '2023', 'where', 'it', 'was', 'a', 'constituent', 'of', 'the', 'Nikkei', '225', 'and', 'TOPIX', '100', 'indices', '(', 'leaving', 'both', 'in', 'August', '2018', ',', 'but', 'returned', 'to', 'the', 'latter', 'in', '2021', ')', ',', 'and', 'the', 'Nagoya', 'Stock', 'Exchange', '.']	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [1, 2, 3], [1, 3], [0], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [0], [1, 3], [1, 2, 3], [0], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 2, 3], [0], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [0], [0], [1, 3], [1, 3], [1, 2, 3], [1, 2, 3], [1, 2, 3], [0]]
8	"['A', 'technology', 'company', 'with', 'a', 'long', 'history', 'and', 'sprawling', 'businesses', ',', 'Toshiba', 'is', 'a', 'household', 'name', 'in', 'Japan', 'and', 'has', 'long', 'been', 'viewed', 'as', 'a', 'symbol', 'of', 'the', 'country', ""'s"", 'technological', 'prowess', '.']"	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [0]]
9	"['Its', 'reputation', 'has', 'since', 'been', 'affected', 'following', 'an', 'accounting', 'scandal', 'in', '2015', 'and', 'the', 'bankruptcy', 'of', 'subsidiary', 'energy', 'company', 'Westinghouse', 'in', '2017', ',', 'after', 'which', 'it', 'was', 'forced', 'to', 'shed', 'a', 'number', 'of', 'underperforming', 'businesses', ',', 'essentially', 'eliminating', 'the', 'company', ""'s"", 'century', '-', 'long', 'presence', 'in', 'consumer', 'markets', '.']"	[[1, 2, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 2, 3], [1, 3], [0], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [0], [1, 3], [0], [1, 3], [1, 3], [1, 3], [1, 3], [1, 3], [0]]
